gene1,gene2
ENSG00000116688,ENSG00000101901
ENSG00000116688,ENSG00000057657
ENSG00000116701,ENSG00000175324
ENSG00000116701,ENSG00000069493
ENSG00000116701,ENSG00000100060
ENSG00000116711,ENSG00000175324
ENSG00000116717,ENSG00000141646
ENSG00000116717,ENSG00000055917
ENSG00000116717,ENSG00000167769
ENSG00000116745,ENSG00000145191
ENSG00000116750,ENSG00000138435
ENSG00000116750,ENSG00000126777
ENSG00000116750,ENSG00000164597
ENSG00000116750,ENSG00000197043
ENSG00000116750,ENSG00000160688
ENSG00000116750,ENSG00000121351
ENSG00000116750,ENSG00000102158
ENSG00000116750,ENSG00000186642
ENSG00000116752,ENSG00000137942
ENSG00000116752,ENSG00000171169
ENSG00000116752,ENSG00000170293
ENSG00000116752,ENSG00000135441
ENSG00000116752,ENSG00000137077
ENSG00000116754,ENSG00000075290
ENSG00000116754,ENSG00000169554
ENSG00000116761,ENSG00000197774
ENSG00000116761,ENSG00000165322
ENSG00000116824,ENSG00000107262
ENSG00000116824,ENSG00000108590
ENSG00000116882,ENSG00000156873
ENSG00000116898,ENSG00000134326
ENSG00000116898,ENSG00000182768
ENSG00000116898,ENSG00000129083
ENSG00000116898,ENSG00000184697
ENSG00000116898,ENSG00000090402
ENSG00000116898,ENSG00000272398
ENSG00000116898,ENSG00000169855
ENSG00000116898,ENSG00000188393
ENSG00000116903,ENSG00000166391
ENSG00000116918,ENSG00000163348
ENSG00000116922,ENSG00000065548
ENSG00000116962,ENSG00000135108
ENSG00000116962,ENSG00000114019
ENSG00000116981,ENSG00000242110
ENSG00000116984,ENSG00000165322
ENSG00000116984,ENSG00000057252
ENSG00000116985,ENSG00000152207
ENSG00000117013,ENSG00000135900
ENSG00000117020,ENSG00000105650
ENSG00000117020,ENSG00000198807
ENSG00000117020,ENSG00000108312
ENSG00000117020,ENSG00000132963
ENSG00000117020,ENSG00000175324
ENSG00000117020,ENSG00000141527
ENSG00000117020,ENSG00000170037
ENSG00000117020,ENSG00000198963
ENSG00000117020,ENSG00000162643
ENSG00000117020,ENSG00000214706
ENSG00000117114,ENSG00000276903
ENSG00000117118,ENSG00000108349
ENSG00000117118,ENSG00000141543
ENSG00000117118,ENSG00000170473
ENSG00000117118,ENSG00000214013
ENSG00000117118,ENSG00000122376
ENSG00000117118,ENSG00000151461
ENSG00000117118,ENSG00000125351
ENSG00000117118,ENSG00000005007
ENSG00000117118,ENSG00000162385
ENSG00000117118,ENSG00000265241
ENSG00000117118,ENSG00000150961
ENSG00000117122,ENSG00000124383
ENSG00000117133,ENSG00000140945
ENSG00000117133,ENSG00000182768
ENSG00000117133,ENSG00000186862
ENSG00000117139,ENSG00000145604
ENSG00000117153,ENSG00000133056
ENSG00000117153,ENSG00000143393
ENSG00000117153,ENSG00000171862
ENSG00000117153,ENSG00000087157
ENSG00000117153,ENSG00000101333
ENSG00000117153,ENSG00000115556
ENSG00000117153,ENSG00000163719
ENSG00000117153,ENSG00000137193
ENSG00000117153,ENSG00000088766
ENSG00000117153,ENSG00000198825
ENSG00000117153,ENSG00000241878
ENSG00000117153,ENSG00000087053
ENSG00000117153,ENSG00000105647
ENSG00000117153,ENSG00000149782
ENSG00000117153,ENSG00000187091
ENSG00000117153,ENSG00000241973
ENSG00000117153,ENSG00000100330
ENSG00000117153,ENSG00000011405
ENSG00000117153,ENSG00000117461
ENSG00000117153,ENSG00000139505
ENSG00000117153,ENSG00000139151
ENSG00000117153,ENSG00000003987
ENSG00000117153,ENSG00000100253
ENSG00000117153,ENSG00000133731
ENSG00000117153,ENSG00000102043
ENSG00000117153,ENSG00000155252
ENSG00000117153,ENSG00000137841
ENSG00000117153,ENSG00000161714
ENSG00000117153,ENSG00000144559
ENSG00000117153,ENSG00000138193
ENSG00000117153,ENSG00000145675
ENSG00000117153,ENSG00000171100
ENSG00000117153,ENSG00000182621
ENSG00000117153,ENSG00000038210
ENSG00000117153,ENSG00000124181
ENSG00000117153,ENSG00000101290
ENSG00000117153,ENSG00000234602
ENSG00000117153,ENSG00000104331
ENSG00000117153,ENSG00000032742
ENSG00000117153,ENSG00000078142
ENSG00000117153,ENSG00000108389
ENSG00000117153,ENSG00000160188
ENSG00000117153,ENSG00000139144
ENSG00000117153,ENSG00000115020
ENSG00000117153,ENSG00000197943
ENSG00000117153,ENSG00000163624
ENSG00000117153,ENSG00000141401
ENSG00000117153,ENSG00000063601
ENSG00000117215,ENSG00000158941
ENSG00000117222,ENSG00000028839
ENSG00000117222,ENSG00000090104
ENSG00000117222,ENSG00000277363
ENSG00000117305,ENSG00000095564
ENSG00000117308,ENSG00000161203
ENSG00000117308,ENSG00000188822
ENSG00000117360,ENSG00000144802
ENSG00000117360,ENSG00000170340
ENSG00000117360,ENSG00000170293
ENSG00000117360,ENSG00000171169
ENSG00000117385,ENSG00000102349
ENSG00000117395,ENSG00000182768
ENSG00000117395,ENSG00000157593
ENSG00000117395,ENSG00000186862
ENSG00000117395,ENSG00000242372
ENSG00000117399,ENSG00000125266
ENSG00000117399,ENSG00000141646
ENSG00000117399,ENSG00000157404
ENSG00000117399,ENSG00000108679
ENSG00000117399,ENSG00000118997
ENSG00000117410,ENSG00000136750
ENSG00000117410,ENSG00000122376
ENSG00000117410,ENSG00000066651
ENSG00000117411,ENSG00000047056
ENSG00000117448,ENSG00000173991
ENSG00000117450,ENSG00000104812
ENSG00000117461,ENSG00000160349
ENSG00000117461,ENSG00000170037
ENSG00000117461,ENSG00000130876
ENSG00000117461,ENSG00000117153
ENSG00000117475,ENSG00000108064
ENSG00000117475,ENSG00000154727
ENSG00000117475,ENSG00000137267
ENSG00000117475,ENSG00000164733
ENSG00000117475,ENSG00000029639
ENSG00000117475,ENSG00000073282
ENSG00000117475,ENSG00000106144
ENSG00000117475,ENSG00000137285
ENSG00000117475,ENSG00000099821
ENSG00000117475,ENSG00000167552
ENSG00000117475,ENSG00000258947
ENSG00000117475,ENSG00000109819
ENSG00000117505,ENSG00000102100
ENSG00000117525,ENSG00000120210
ENSG00000117525,ENSG00000166736
ENSG00000117525,ENSG00000143382
ENSG00000117525,ENSG00000183751
ENSG00000117525,ENSG00000197079
ENSG00000117528,ENSG00000163946
ENSG00000117533,ENSG00000172023
ENSG00000117533,ENSG00000115423
ENSG00000117533,ENSG00000147509
ENSG00000117533,ENSG00000158528
ENSG00000117560,ENSG00000275700
ENSG00000117560,ENSG00000213341
ENSG00000117560,ENSG00000167419
ENSG00000117560,ENSG00000184207
ENSG00000117592,ENSG00000164430
ENSG00000117592,ENSG00000269190
ENSG00000117597,ENSG00000204449
ENSG00000117597,ENSG00000186862
ENSG00000117601,ENSG00000143382
ENSG00000117601,ENSG00000166736
ENSG00000117601,ENSG00000154743
ENSG00000117601,ENSG00000114019
ENSG00000117614,ENSG00000170293
ENSG00000117614,ENSG00000135441
ENSG00000117614,ENSG00000137942
ENSG00000117614,ENSG00000137077
ENSG00000117632,ENSG00000175324
ENSG00000117632,ENSG00000105650
ENSG00000117676,ENSG00000198807
ENSG00000117676,ENSG00000067533
ENSG00000117676,ENSG00000175324
ENSG00000117697,ENSG00000140505
ENSG00000117697,ENSG00000100294
ENSG00000117713,ENSG00000089053
ENSG00000117724,ENSG00000184945
ENSG00000117724,ENSG00000143595
ENSG00000117724,ENSG00000178301
ENSG00000117724,ENSG00000141646
ENSG00000117748,ENSG00000081853
ENSG00000117748,ENSG00000118965
ENSG00000117758,ENSG00000115423
ENSG00000117758,ENSG00000172023
ENSG00000117758,ENSG00000116641
ENSG00000117758,ENSG00000160282
ENSG00000117758,ENSG00000158528
ENSG00000117862,ENSG00000164430
ENSG00000117862,ENSG00000269190
ENSG00000117877,ENSG00000184221
ENSG00000117877,ENSG00000139133
ENSG00000117971,ENSG00000121351
ENSG00000118007,ENSG00000198390
ENSG00000118046,ENSG00000239857
ENSG00000118046,ENSG00000164047
ENSG00000118058,ENSG00000090104
ENSG00000118096,ENSG00000105810
ENSG00000118137,ENSG00000007171
ENSG00000118137,ENSG00000065154
ENSG00000118137,ENSG00000114480
ENSG00000118137,ENSG00000130707
ENSG00000118137,ENSG00000084774
ENSG00000118137,ENSG00000229117
ENSG00000118137,ENSG00000243989
ENSG00000118137,ENSG00000116031
ENSG00000118137,ENSG00000161653
ENSG00000118137,ENSG00000089250
ENSG00000118137,ENSG00000118520
ENSG00000118137,ENSG00000145414
ENSG00000118137,ENSG00000164867
ENSG00000118137,ENSG00000126522
ENSG00000118137,ENSG00000021826
ENSG00000118137,ENSG00000018189
ENSG00000118137,ENSG00000136950
ENSG00000118137,ENSG00000081181
ENSG00000118137,ENSG00000154743
ENSG00000118162,ENSG00000176105
ENSG00000118181,ENSG00000129083
ENSG00000118181,ENSG00000114933
ENSG00000118181,ENSG00000188089
ENSG00000118181,ENSG00000182768
ENSG00000118181,ENSG00000188393
ENSG00000118181,ENSG00000111196
ENSG00000118181,ENSG00000198728
ENSG00000118181,ENSG00000131748
ENSG00000118181,ENSG00000105205
ENSG00000118181,ENSG00000149557
ENSG00000118181,ENSG00000134262
ENSG00000118194,ENSG00000154889
ENSG00000118217,ENSG00000213995
ENSG00000118217,ENSG00000033800
ENSG00000118257,ENSG00000038219
ENSG00000118260,ENSG00000175324
ENSG00000118260,ENSG00000183579
ENSG00000118260,ENSG00000132394
ENSG00000118271,ENSG00000182551
ENSG00000118271,ENSG00000145293
ENSG00000118271,ENSG00000099810
ENSG00000118271,ENSG00000149089
ENSG00000118402,ENSG00000167508
ENSG00000118503,ENSG00000226761
ENSG00000118503,ENSG00000163202
ENSG00000118503,ENSG00000167419
ENSG00000118503,ENSG00000182890
ENSG00000118513,ENSG00000165409
ENSG00000118514,ENSG00000110719
ENSG00000118514,ENSG00000225190
ENSG00000118514,ENSG00000103249
ENSG00000118520,ENSG00000118137
ENSG00000118523,ENSG00000124383
ENSG00000118523,ENSG00000101336
ENSG00000118579,ENSG00000147065
ENSG00000118579,ENSG00000065054
ENSG00000118600,ENSG00000115307
ENSG00000118600,ENSG00000131871
ENSG00000118600,ENSG00000198833
ENSG00000118600,ENSG00000104412
ENSG00000118600,ENSG00000182446
ENSG00000118600,ENSG00000071537
ENSG00000118600,ENSG00000136986
ENSG00000118600,ENSG00000068912
ENSG00000118600,ENSG00000044574
ENSG00000118600,ENSG00000159461
ENSG00000118600,ENSG00000165280
ENSG00000118600,ENSG00000162298
ENSG00000118600,ENSG00000185304
ENSG00000118600,ENSG00000135506
ENSG00000118600,ENSG00000125037
ENSG00000118600,ENSG00000113194
ENSG00000118600,ENSG00000134109
ENSG00000118600,ENSG00000099958
ENSG00000118600,ENSG00000070010
ENSG00000118640,ENSG00000159131
ENSG00000118640,ENSG00000147509
ENSG00000118640,ENSG00000160282
ENSG00000118640,ENSG00000115423
ENSG00000118640,ENSG00000158528
ENSG00000118640,ENSG00000172023
ENSG00000118640,ENSG00000116641
ENSG00000118680,ENSG00000179761
ENSG00000118680,ENSG00000154889
ENSG00000118689,ENSG00000108312
ENSG00000118689,ENSG00000164047
ENSG00000118689,ENSG00000105650
ENSG00000118689,ENSG00000162643
ENSG00000118689,ENSG00000175324
ENSG00000118689,ENSG00000141527
ENSG00000118702,ENSG00000068654
ENSG00000118705,ENSG00000188089
ENSG00000118705,ENSG00000104164
ENSG00000118733,ENSG00000116455
ENSG00000118785,ENSG00000114019
ENSG00000118785,ENSG00000062822
ENSG00000118785,ENSG00000237693
ENSG00000118900,ENSG00000253548
ENSG00000118965,ENSG00000111445
ENSG00000118965,ENSG00000198554
ENSG00000118965,ENSG00000165501
ENSG00000118965,ENSG00000131153
ENSG00000118965,ENSG00000132383
ENSG00000118965,ENSG00000075131
ENSG00000118965,ENSG00000117748
ENSG00000118965,ENSG00000073111
ENSG00000118965,ENSG00000135336
ENSG00000118965,ENSG00000076003
ENSG00000118965,ENSG00000014138
ENSG00000118965,ENSG00000163918
ENSG00000118965,ENSG00000097046
ENSG00000118965,ENSG00000133101
ENSG00000118965,ENSG00000085840
ENSG00000118965,ENSG00000093009
ENSG00000118965,ENSG00000132646
ENSG00000118965,ENSG00000166508
ENSG00000118965,ENSG00000101868
ENSG00000118965,ENSG00000111602
ENSG00000118965,ENSG00000104738
ENSG00000118965,ENSG00000092853
ENSG00000118965,ENSG00000147536
ENSG00000118965,ENSG00000115947
ENSG00000118965,ENSG00000062822
ENSG00000118965,ENSG00000006634
ENSG00000118965,ENSG00000101003
ENSG00000118965,ENSG00000171848
ENSG00000118965,ENSG00000181938
ENSG00000118965,ENSG00000091651
ENSG00000118965,ENSG00000164815
ENSG00000118965,ENSG00000112118
ENSG00000118965,ENSG00000167325
ENSG00000118965,ENSG00000065328
ENSG00000118965,ENSG00000167513
ENSG00000118965,ENSG00000111877
ENSG00000118965,ENSG00000100479
ENSG00000118965,ENSG00000286235
ENSG00000118965,ENSG00000198056
ENSG00000118965,ENSG00000105486
ENSG00000118965,ENSG00000163781
ENSG00000118965,ENSG00000168496
ENSG00000118965,ENSG00000133119
ENSG00000118965,ENSG00000178460
ENSG00000118965,ENSG00000115942
ENSG00000118965,ENSG00000125885
ENSG00000118965,ENSG00000197771
ENSG00000118965,ENSG00000177084
ENSG00000118965,ENSG00000094804
ENSG00000118965,ENSG00000146143
ENSG00000118971,ENSG00000105650
ENSG00000118971,ENSG00000183579
ENSG00000118972,ENSG00000166136
ENSG00000118972,ENSG00000167965
ENSG00000118985,ENSG00000224877
ENSG00000118985,ENSG00000169783
ENSG00000118985,ENSG00000127863
ENSG00000118985,ENSG00000115310
ENSG00000118985,ENSG00000126861
ENSG00000118985,ENSG00000005022
ENSG00000118985,ENSG00000105695
ENSG00000118985,ENSG00000064300
ENSG00000118985,ENSG00000166825
ENSG00000118997,ENSG00000153044
ENSG00000118997,ENSG00000203760
ENSG00000118997,ENSG00000145241
ENSG00000118997,ENSG00000175279
ENSG00000118997,ENSG00000031691
ENSG00000118997,ENSG00000142856
ENSG00000118997,ENSG00000102901
ENSG00000118997,ENSG00000166451
ENSG00000118997,ENSG00000115163
ENSG00000118997,ENSG00000123219
ENSG00000118997,ENSG00000188312
ENSG00000118997,ENSG00000124578
ENSG00000118997,ENSG00000102384
ENSG00000118997,ENSG00000120334
ENSG00000118997,ENSG00000117399
ENSG00000118997,ENSG00000138092
ENSG00000118997,ENSG00000151725
ENSG00000118997,ENSG00000169689
ENSG00000119013,ENSG00000124571
ENSG00000119013,ENSG00000167080
ENSG00000119013,ENSG00000150961
ENSG00000119041,ENSG00000108010
ENSG00000119203,ENSG00000110448
ENSG00000119203,ENSG00000184916
ENSG00000119280,ENSG00000150961
ENSG00000119285,ENSG00000204449
ENSG00000119285,ENSG00000242372
ENSG00000119285,ENSG00000140945
ENSG00000119285,ENSG00000198728
ENSG00000119285,ENSG00000186862
ENSG00000119318,ENSG00000111087
ENSG00000119383,ENSG00000172380
ENSG00000119392,ENSG00000142409
ENSG00000119421,ENSG00000167080
ENSG00000119421,ENSG00000124571
ENSG00000119421,ENSG00000150961
ENSG00000119509,ENSG00000099203
ENSG00000119514,ENSG00000137574
ENSG00000119522,ENSG00000229637
ENSG00000119535,ENSG00000113594
ENSG00000119535,ENSG00000165409
ENSG00000119537,ENSG00000186198
ENSG00000119541,ENSG00000155974
ENSG00000119541,ENSG00000198429
ENSG00000119599,ENSG00000105650
ENSG00000119599,ENSG00000032742
ENSG00000119616,ENSG00000140945
ENSG00000119616,ENSG00000242372
ENSG00000119616,ENSG00000186862
ENSG00000119616,ENSG00000204449
ENSG00000119616,ENSG00000198728
ENSG00000119673,ENSG00000114805
ENSG00000119673,ENSG00000167508
ENSG00000119681,ENSG00000101336
ENSG00000119689,ENSG00000154016
ENSG00000119689,ENSG00000214013
ENSG00000119699,ENSG00000124383
ENSG00000119699,ENSG00000164091
ENSG00000119699,ENSG00000101336
ENSG00000119715,ENSG00000129295
ENSG00000119715,ENSG00000166275
ENSG00000119760,ENSG00000102100
ENSG00000119772,ENSG00000165409
ENSG00000119772,ENSG00000165322
ENSG00000119777,ENSG00000170315
ENSG00000119801,ENSG00000105649
ENSG00000119812,ENSG00000187323
ENSG00000119844,ENSG00000183831
ENSG00000119878,ENSG00000144802
ENSG00000119913,ENSG00000184840
ENSG00000119917,ENSG00000139197
ENSG00000119917,ENSG00000269404
ENSG00000119917,ENSG00000168818
ENSG00000119917,ENSG00000133835
ENSG00000119922,ENSG00000269404
ENSG00000119938,ENSG00000077800
ENSG00000119953,ENSG00000171169
ENSG00000119973,ENSG00000105707
ENSG00000120053,ENSG00000169271
ENSG00000120071,ENSG00000090104
ENSG00000120075,ENSG00000206559
ENSG00000120129,ENSG00000175324
ENSG00000120129,ENSG00000162643
ENSG00000120129,ENSG00000108312
ENSG00000120129,ENSG00000141527
ENSG00000120158,ENSG00000242372
ENSG00000120158,ENSG00000140945
ENSG00000120158,ENSG00000204449
ENSG00000120158,ENSG00000186862
ENSG00000120158,ENSG00000198728
ENSG00000120210,ENSG00000117525
ENSG00000120211,ENSG00000141639
ENSG00000120217,ENSG00000108590
ENSG00000120217,ENSG00000151413
ENSG00000120251,ENSG00000088002
ENSG00000120253,ENSG00000158435
ENSG00000120253,ENSG00000142409
ENSG00000120314,ENSG00000163823
ENSG00000120314,ENSG00000189377
ENSG00000120314,ENSG00000121797
ENSG00000120314,ENSG00000160791
ENSG00000120314,ENSG00000006606
ENSG00000120314,ENSG00000131142
ENSG00000120314,ENSG00000179934
ENSG00000120314,ENSG00000184451
ENSG00000120314,ENSG00000102962
ENSG00000120314,ENSG00000186810
ENSG00000120314,ENSG00000183813
ENSG00000120314,ENSG00000169194
ENSG00000120314,ENSG00000137077
ENSG00000120314,ENSG00000145824
ENSG00000120314,ENSG00000112486
ENSG00000120314,ENSG00000163737
ENSG00000120314,ENSG00000108702
ENSG00000120314,ENSG00000144648
ENSG00000120314,ENSG00000126353
ENSG00000120314,ENSG00000151882
ENSG00000120314,ENSG00000183625
ENSG00000120314,ENSG00000275302
ENSG00000120314,ENSG00000129048
ENSG00000120314,ENSG00000121966
ENSG00000120333,ENSG00000184697
ENSG00000120333,ENSG00000134326
ENSG00000120333,ENSG00000169855
ENSG00000120333,ENSG00000188393
ENSG00000120333,ENSG00000090402
ENSG00000120333,ENSG00000129083
ENSG00000120333,ENSG00000272398
ENSG00000120334,ENSG00000118997
ENSG00000120437,ENSG00000095564
ENSG00000120438,ENSG00000198963
ENSG00000120438,ENSG00000109061
ENSG00000120438,ENSG00000172380
ENSG00000120438,ENSG00000046604
ENSG00000120500,ENSG00000177034
ENSG00000120500,ENSG00000075336
ENSG00000120500,ENSG00000130204
ENSG00000120500,ENSG00000196683
ENSG00000120500,ENSG00000173726
ENSG00000120500,ENSG00000175768
ENSG00000120500,ENSG00000104980
ENSG00000120500,ENSG00000154174
ENSG00000120500,ENSG00000113013
ENSG00000120500,ENSG00000158882
ENSG00000120500,ENSG00000105197
ENSG00000120500,ENSG00000106554
ENSG00000120500,ENSG00000100347
ENSG00000120500,ENSG00000132305
ENSG00000120500,ENSG00000214736
ENSG00000120500,ENSG00000171109
ENSG00000120500,ENSG00000158828
ENSG00000120500,ENSG00000265354
ENSG00000120519,ENSG00000144852
ENSG00000120533,ENSG00000102100
ENSG00000120616,ENSG00000089053
ENSG00000120656,ENSG00000102100
ENSG00000120656,ENSG00000147065
ENSG00000120656,ENSG00000198176
ENSG00000120659,ENSG00000197697
ENSG00000120659,ENSG00000143398
ENSG00000120688,ENSG00000144802
ENSG00000120688,ENSG00000170293
ENSG00000120688,ENSG00000170340
ENSG00000120688,ENSG00000171169
ENSG00000120693,ENSG00000175324
ENSG00000120694,ENSG00000240224
ENSG00000120696,ENSG00000032742
ENSG00000120696,ENSG00000160188
ENSG00000120696,ENSG00000234602
ENSG00000120699,ENSG00000095637
ENSG00000120705,ENSG00000182768
ENSG00000120705,ENSG00000188393
ENSG00000120705,ENSG00000198728
ENSG00000120705,ENSG00000187555
ENSG00000120738,ENSG00000175324
ENSG00000120800,ENSG00000198728
ENSG00000120800,ENSG00000204449
ENSG00000120800,ENSG00000242372
ENSG00000120800,ENSG00000186862
ENSG00000120800,ENSG00000140945
ENSG00000120833,ENSG00000078114
ENSG00000120837,ENSG00000168710
ENSG00000120875,ENSG00000175324
ENSG00000120875,ENSG00000141527
ENSG00000120885,ENSG00000018189
ENSG00000120885,ENSG00000154743
ENSG00000120885,ENSG00000114019
ENSG00000120885,ENSG00000229117
ENSG00000120889,ENSG00000213341
ENSG00000120896,ENSG00000054356
ENSG00000120899,ENSG00000054356
ENSG00000120899,ENSG00000113196
ENSG00000120907,ENSG00000131966
ENSG00000120948,ENSG00000213339
ENSG00000120949,ENSG00000215262
ENSG00000120992,ENSG00000198408
ENSG00000121022,ENSG00000102158
ENSG00000121022,ENSG00000111196
ENSG00000121022,ENSG00000134262
ENSG00000121022,ENSG00000105650
ENSG00000121022,ENSG00000032742
ENSG00000121022,ENSG00000169271
ENSG00000121039,ENSG00000088926
ENSG00000121058,ENSG00000242372
ENSG00000121067,ENSG00000160188
ENSG00000121067,ENSG00000103310
ENSG00000121067,ENSG00000234602
ENSG00000121067,ENSG00000032742
ENSG00000121207,ENSG00000088926
ENSG00000121207,ENSG00000156304
ENSG00000121351,ENSG00000116750
ENSG00000121351,ENSG00000106588
ENSG00000121351,ENSG00000129084
ENSG00000121351,ENSG00000100519
ENSG00000121351,ENSG00000108344
ENSG00000121351,ENSG00000143947
ENSG00000121351,ENSG00000185627
ENSG00000121351,ENSG00000277791
ENSG00000121351,ENSG00000154611
ENSG00000121351,ENSG00000087191
ENSG00000121351,ENSG00000100418
ENSG00000121351,ENSG00000135334
ENSG00000121351,ENSG00000128789
ENSG00000121351,ENSG00000101182
ENSG00000121351,ENSG00000160803
ENSG00000121351,ENSG00000163636
ENSG00000121351,ENSG00000221983
ENSG00000121351,ENSG00000100911
ENSG00000121351,ENSG00000125818
ENSG00000121351,ENSG00000126067
ENSG00000121351,ENSG00000100764
ENSG00000121351,ENSG00000115233
ENSG00000121351,ENSG00000100567
ENSG00000121351,ENSG00000100804
ENSG00000121351,ENSG00000008018
ENSG00000121351,ENSG00000165916
ENSG00000121351,ENSG00000068878
ENSG00000121351,ENSG00000099341
ENSG00000121351,ENSG00000132963
ENSG00000121351,ENSG00000240065
ENSG00000121351,ENSG00000142507
ENSG00000121351,ENSG00000204264
ENSG00000121351,ENSG00000169684
ENSG00000121351,ENSG00000136930
ENSG00000121351,ENSG00000101557
ENSG00000121351,ENSG00000117971
ENSG00000121351,ENSG00000159377
ENSG00000121351,ENSG00000161057
ENSG00000121351,ENSG00000143106
ENSG00000121351,ENSG00000159352
ENSG00000121351,ENSG00000150991
ENSG00000121351,ENSG00000170315
ENSG00000121351,ENSG00000080644
ENSG00000121351,ENSG00000173692
ENSG00000121351,ENSG00000103035
ENSG00000121351,ENSG00000092010
ENSG00000121351,ENSG00000175166
ENSG00000121351,ENSG00000108671
ENSG00000121351,ENSG00000197170
ENSG00000121351,ENSG00000130706
ENSG00000121351,ENSG00000100902
ENSG00000121351,ENSG00000013275
ENSG00000121351,ENSG00000205220
ENSG00000121410,ENSG00000066468
ENSG00000121410,ENSG00000011465
ENSG00000121410,ENSG00000146648
ENSG00000121410,ENSG00000142798
ENSG00000121410,ENSG00000037280
ENSG00000121410,ENSG00000134962
ENSG00000121410,ENSG00000128052
ENSG00000121410,ENSG00000164690
ENSG00000121410,ENSG00000077782
ENSG00000121410,ENSG00000137440
ENSG00000121410,ENSG00000026508
ENSG00000121410,ENSG00000133116
ENSG00000121410,ENSG00000068078
ENSG00000121410,ENSG00000160867
ENSG00000121410,ENSG00000138798
ENSG00000121454,ENSG00000162511
ENSG00000121454,ENSG00000104341
ENSG00000121481,ENSG00000140009
ENSG00000121481,ENSG00000090104
ENSG00000121481,ENSG00000177721
ENSG00000121481,ENSG00000063438
ENSG00000121542,ENSG00000160282
ENSG00000121542,ENSG00000158528
ENSG00000121542,ENSG00000159131
ENSG00000121552,ENSG00000116147
ENSG00000121594,ENSG00000151413
ENSG00000121594,ENSG00000150779
ENSG00000121594,ENSG00000275700
ENSG00000121594,ENSG00000187918
ENSG00000121594,ENSG00000108590
ENSG00000121594,ENSG00000100938
ENSG00000121671,ENSG00000100836
ENSG00000121716,ENSG00000088538
ENSG00000121741,ENSG00000196289
ENSG00000121749,ENSG00000136854
ENSG00000121749,ENSG00000101901
ENSG00000121749,ENSG00000116095
ENSG00000121797,ENSG00000147206
ENSG00000121797,ENSG00000099901
ENSG00000121797,ENSG00000100401
ENSG00000121797,ENSG00000138750
ENSG00000121797,ENSG00000120314
ENSG00000121797,ENSG00000139496
ENSG00000121797,ENSG00000162231
ENSG00000121797,ENSG00000132341
ENSG00000121797,ENSG00000132661
ENSG00000121797,ENSG00000108602
ENSG00000121797,ENSG00000101888
ENSG00000121797,ENSG00000126883
ENSG00000121797,ENSG00000124789
ENSG00000121797,ENSG00000213024
ENSG00000121851,ENSG00000034053
ENSG00000121853,ENSG00000131966
ENSG00000121858,ENSG00000167419
ENSG00000121858,ENSG00000213341
ENSG00000121879,ENSG00000112115
ENSG00000121879,ENSG00000153563
ENSG00000121879,ENSG00000107485
ENSG00000121879,ENSG00000049768
ENSG00000121879,ENSG00000020633
ENSG00000121879,ENSG00000132510
ENSG00000121879,ENSG00000010610
ENSG00000121879,ENSG00000159216
ENSG00000121879,ENSG00000111537
ENSG00000121879,ENSG00000160349
ENSG00000121879,ENSG00000100453
ENSG00000121879,ENSG00000113916
ENSG00000121879,ENSG00000170037
ENSG00000121879,ENSG00000143365
ENSG00000121879,ENSG00000138378
ENSG00000121892,ENSG00000198390
ENSG00000121897,ENSG00000156042
ENSG00000121966,ENSG00000100345
ENSG00000121966,ENSG00000108602
ENSG00000121966,ENSG00000105205
ENSG00000121966,ENSG00000131966
ENSG00000121966,ENSG00000169271
ENSG00000121966,ENSG00000120314
ENSG00000121966,ENSG00000276903
ENSG00000121966,ENSG00000108590
ENSG00000121966,ENSG00000172260
ENSG00000121989,ENSG00000164091
ENSG00000122025,ENSG00000170037
ENSG00000122025,ENSG00000165409
ENSG00000122026,ENSG00000182768
ENSG00000122026,ENSG00000105205
ENSG00000122026,ENSG00000129083
ENSG00000122026,ENSG00000149557
ENSG00000122026,ENSG00000188089
ENSG00000122026,ENSG00000198728
ENSG00000122026,ENSG00000188393
ENSG00000122033,ENSG00000090402
ENSG00000122033,ENSG00000134326
ENSG00000122033,ENSG00000129083
ENSG00000122121,ENSG00000170759
ENSG00000122121,ENSG00000174996
ENSG00000122121,ENSG00000148798
ENSG00000122121,ENSG00000135406
ENSG00000122121,ENSG00000026025
ENSG00000122121,ENSG00000188130
ENSG00000122121,ENSG00000185386
ENSG00000122121,ENSG00000155980
ENSG00000122121,ENSG00000100285
ENSG00000122121,ENSG00000112062
ENSG00000122121,ENSG00000168280
ENSG00000122121,ENSG00000126214
ENSG00000122121,ENSG00000137171
ENSG00000122121,ENSG00000156711
ENSG00000122121,ENSG00000104892
ENSG00000122121,ENSG00000277586
ENSG00000122126,ENSG00000229637
ENSG00000122126,ENSG00000130876
ENSG00000122140,ENSG00000169855
ENSG00000122140,ENSG00000090402
ENSG00000122140,ENSG00000184697
ENSG00000122140,ENSG00000129083
ENSG00000122140,ENSG00000134326
ENSG00000122176,ENSG00000101336
ENSG00000122176,ENSG00000124383
ENSG00000122194,ENSG00000197079
ENSG00000122194,ENSG00000114019
ENSG00000122194,ENSG00000143382
ENSG00000122194,ENSG00000154743
ENSG00000122194,ENSG00000172410
ENSG00000122194,ENSG00000075426
ENSG00000122194,ENSG00000075151
ENSG00000122257,ENSG00000184916
ENSG00000122376,ENSG00000135390
ENSG00000122376,ENSG00000140990
ENSG00000122376,ENSG00000145494
ENSG00000122376,ENSG00000178127
