gene1,gene2
ENSG00000162643,ENSG00000170345
ENSG00000162643,ENSG00000185591
ENSG00000162643,ENSG00000158711
ENSG00000162643,ENSG00000100784
ENSG00000162643,ENSG00000109819
ENSG00000162643,ENSG00000124151
ENSG00000162643,ENSG00000115085
ENSG00000162643,ENSG00000120129
ENSG00000162643,ENSG00000125952
ENSG00000162643,ENSG00000277586
ENSG00000162643,ENSG00000108861
ENSG00000162643,ENSG00000162889
ENSG00000162643,ENSG00000188130
ENSG00000162643,ENSG00000117020
ENSG00000162643,ENSG00000107643
ENSG00000162643,ENSG00000118689
ENSG00000162643,ENSG00000100030
ENSG00000162643,ENSG00000162302
ENSG00000162643,ENSG00000150907
ENSG00000162643,ENSG00000050748
ENSG00000162650,ENSG00000143811
ENSG00000162650,ENSG00000059573
ENSG00000162650,ENSG00000183010
ENSG00000162650,ENSG00000159423
ENSG00000162650,ENSG00000122884
ENSG00000162650,ENSG00000002549
ENSG00000162650,ENSG00000072682
ENSG00000162650,ENSG00000250799
ENSG00000162650,ENSG00000100033
ENSG00000162688,ENSG00000064651
ENSG00000162688,ENSG00000101782
ENSG00000162688,ENSG00000183733
ENSG00000162692,ENSG00000108602
ENSG00000162692,ENSG00000183751
ENSG00000162694,ENSG00000158864
ENSG00000162704,ENSG00000213218
ENSG00000162704,ENSG00000173482
ENSG00000162711,ENSG00000226761
ENSG00000162711,ENSG00000128652
ENSG00000162711,ENSG00000067533
ENSG00000162734,ENSG00000175324
ENSG00000162735,ENSG00000163946
ENSG00000162738,ENSG00000099203
ENSG00000162747,ENSG00000275700
ENSG00000162747,ENSG00000108590
ENSG00000162819,ENSG00000198429
ENSG00000162819,ENSG00000155974
ENSG00000162852,ENSG00000136750
ENSG00000162889,ENSG00000141527
ENSG00000162889,ENSG00000162643
ENSG00000162889,ENSG00000108312
ENSG00000162896,ENSG00000150779
ENSG00000162910,ENSG00000169855
ENSG00000162910,ENSG00000129083
ENSG00000162910,ENSG00000272398
ENSG00000162910,ENSG00000184697
ENSG00000162923,ENSG00000105649
ENSG00000162924,ENSG00000226761
ENSG00000162924,ENSG00000165698
ENSG00000162924,ENSG00000099381
ENSG00000162924,ENSG00000068078
ENSG00000162992,ENSG00000092096
ENSG00000163001,ENSG00000147676
ENSG00000163002,ENSG00000142409
ENSG00000163002,ENSG00000158435
ENSG00000163017,ENSG00000084676
ENSG00000163017,ENSG00000179761
ENSG00000163029,ENSG00000125753
ENSG00000163029,ENSG00000077420
ENSG00000163029,ENSG00000205542
ENSG00000163029,ENSG00000154380
ENSG00000163029,ENSG00000147202
ENSG00000163029,ENSG00000176732
ENSG00000163029,ENSG00000243477
ENSG00000163029,ENSG00000075624
ENSG00000163029,ENSG00000115935
ENSG00000163029,ENSG00000015285
ENSG00000163029,ENSG00000184922
ENSG00000163029,ENSG00000131236
ENSG00000163029,ENSG00000035403
ENSG00000163029,ENSG00000196570
ENSG00000163029,ENSG00000184009
ENSG00000163029,ENSG00000138071
ENSG00000163029,ENSG00000165410
ENSG00000163029,ENSG00000169180
ENSG00000163029,ENSG00000171723
ENSG00000163029,ENSG00000143632
ENSG00000163029,ENSG00000172757
ENSG00000163029,ENSG00000131504
ENSG00000163029,ENSG00000067560
ENSG00000163029,ENSG00000106299
ENSG00000163029,ENSG00000148180
ENSG00000163041,ENSG00000100294
ENSG00000163041,ENSG00000177721
ENSG00000163041,ENSG00000253548
ENSG00000163069,ENSG00000198681
ENSG00000163082,ENSG00000198917
ENSG00000163083,ENSG00000101336
ENSG00000163106,ENSG00000164430
ENSG00000163114,ENSG00000154016
ENSG00000163114,ENSG00000100441
ENSG00000163131,ENSG00000105205
ENSG00000163131,ENSG00000257921
ENSG00000163131,ENSG00000116031
ENSG00000163161,ENSG00000198176
ENSG00000163161,ENSG00000111087
ENSG00000163161,ENSG00000147065
ENSG00000163161,ENSG00000065054
ENSG00000163166,ENSG00000167850
ENSG00000163166,ENSG00000147065
ENSG00000163166,ENSG00000224877
ENSG00000163202,ENSG00000157625
ENSG00000163202,ENSG00000110330
ENSG00000163202,ENSG00000125826
ENSG00000163202,ENSG00000096384
ENSG00000163202,ENSG00000269335
ENSG00000163202,ENSG00000092098
ENSG00000163202,ENSG00000050748
ENSG00000163202,ENSG00000082512
ENSG00000163202,ENSG00000166598
ENSG00000163202,ENSG00000023445
ENSG00000163202,ENSG00000107643
ENSG00000163202,ENSG00000213341
ENSG00000163202,ENSG00000100324
ENSG00000163202,ENSG00000106100
ENSG00000163202,ENSG00000055208
ENSG00000163202,ENSG00000087077
ENSG00000163202,ENSG00000118503
ENSG00000163202,ENSG00000132357
ENSG00000163202,ENSG00000116584
ENSG00000163202,ENSG00000064300
ENSG00000163202,ENSG00000127191
ENSG00000163202,ENSG00000167207
ENSG00000163202,ENSG00000131323
ENSG00000163202,ENSG00000104365
ENSG00000163202,ENSG00000101966
ENSG00000163202,ENSG00000175104
ENSG00000163202,ENSG00000080824
ENSG00000163202,ENSG00000179526
ENSG00000163202,ENSG00000187796
ENSG00000163207,ENSG00000155561
ENSG00000163251,ENSG00000168781
ENSG00000163251,ENSG00000099203
ENSG00000163251,ENSG00000205744
ENSG00000163257,ENSG00000032742
ENSG00000163257,ENSG00000105650
ENSG00000163281,ENSG00000183018
ENSG00000163319,ENSG00000090402
ENSG00000163319,ENSG00000169855
ENSG00000163319,ENSG00000272398
ENSG00000163319,ENSG00000184697
ENSG00000163319,ENSG00000134326
ENSG00000163319,ENSG00000129083
ENSG00000163344,ENSG00000197774
ENSG00000163348,ENSG00000169612
ENSG00000163348,ENSG00000124571
ENSG00000163348,ENSG00000135829
ENSG00000163348,ENSG00000152464
ENSG00000163348,ENSG00000114416
ENSG00000163348,ENSG00000074356
ENSG00000163348,ENSG00000167272
ENSG00000163348,ENSG00000128191
ENSG00000163348,ENSG00000129245
ENSG00000163348,ENSG00000080824
ENSG00000163348,ENSG00000065978
ENSG00000163348,ENSG00000100354
ENSG00000163348,ENSG00000172795
ENSG00000163348,ENSG00000078687
ENSG00000163348,ENSG00000124787
ENSG00000163348,ENSG00000172336
ENSG00000163348,ENSG00000128016
ENSG00000163348,ENSG00000206557
ENSG00000163348,ENSG00000096384
ENSG00000163348,ENSG00000066044
ENSG00000163348,ENSG00000179409
ENSG00000163348,ENSG00000005007
ENSG00000163348,ENSG00000108654
ENSG00000163348,ENSG00000110367
ENSG00000163348,ENSG00000163684
ENSG00000163348,ENSG00000146648
ENSG00000163348,ENSG00000211460
ENSG00000163348,ENSG00000104356
ENSG00000163348,ENSG00000116918
ENSG00000163348,ENSG00000197386
ENSG00000163348,ENSG00000178718
ENSG00000163348,ENSG00000139546
ENSG00000163348,ENSG00000197157
ENSG00000163348,ENSG00000114503
ENSG00000163348,ENSG00000172409
ENSG00000163348,ENSG00000072506
ENSG00000163348,ENSG00000133704
ENSG00000163348,ENSG00000241370
ENSG00000163348,ENSG00000151247
ENSG00000163348,ENSG00000113360
ENSG00000163348,ENSG00000100890
ENSG00000163348,ENSG00000134698
ENSG00000163348,ENSG00000092847
ENSG00000163348,ENSG00000126070
ENSG00000163348,ENSG00000136937
ENSG00000163348,ENSG00000101654
ENSG00000163348,ENSG00000148688
ENSG00000163348,ENSG00000090905
ENSG00000163348,ENSG00000135930
ENSG00000163348,ENSG00000181163
ENSG00000163348,ENSG00000102081
ENSG00000163348,ENSG00000064703
ENSG00000163348,ENSG00000144791
ENSG00000163348,ENSG00000180228
ENSG00000163348,ENSG00000100697
ENSG00000163348,ENSG00000105171
ENSG00000163348,ENSG00000070756
ENSG00000163348,ENSG00000265241
ENSG00000163348,ENSG00000173933
ENSG00000163348,ENSG00000155363
ENSG00000163359,ENSG00000102349
ENSG00000163376,ENSG00000160188
ENSG00000163376,ENSG00000234602
ENSG00000163376,ENSG00000032742
ENSG00000163394,ENSG00000131966
ENSG00000163399,ENSG00000100413
ENSG00000163399,ENSG00000175324
ENSG00000163421,ENSG00000164938
ENSG00000163464,ENSG00000108602
ENSG00000163464,ENSG00000100345
ENSG00000163464,ENSG00000008988
ENSG00000163466,ENSG00000213218
ENSG00000163466,ENSG00000173482
ENSG00000163468,ENSG00000172380
ENSG00000163468,ENSG00000109061
ENSG00000163468,ENSG00000046604
ENSG00000163468,ENSG00000198963
ENSG00000163479,ENSG00000188089
ENSG00000163482,ENSG00000103310
ENSG00000163501,ENSG00000103310
ENSG00000163510,ENSG00000137077
ENSG00000163510,ENSG00000170340
ENSG00000163510,ENSG00000171169
ENSG00000163510,ENSG00000136271
ENSG00000163510,ENSG00000135441
ENSG00000163510,ENSG00000170293
ENSG00000163510,ENSG00000137942
ENSG00000163510,ENSG00000144802
ENSG00000163510,ENSG00000174437
ENSG00000163513,ENSG00000172380
ENSG00000163513,ENSG00000164091
ENSG00000163513,ENSG00000101336
ENSG00000163519,ENSG00000108590
ENSG00000163527,ENSG00000104164
ENSG00000163528,ENSG00000267796
ENSG00000163535,ENSG00000198390
ENSG00000163539,ENSG00000108510
ENSG00000163539,ENSG00000107263
ENSG00000163541,ENSG00000100441
ENSG00000163541,ENSG00000154016
ENSG00000163541,ENSG00000214013
ENSG00000163541,ENSG00000132356
ENSG00000163558,ENSG00000170037
ENSG00000163558,ENSG00000172380
ENSG00000163558,ENSG00000105270
ENSG00000163565,ENSG00000067533
ENSG00000163568,ENSG00000128652
ENSG00000163568,ENSG00000067533
ENSG00000163577,ENSG00000184697
ENSG00000163577,ENSG00000160213
ENSG00000163577,ENSG00000182768
ENSG00000163577,ENSG00000169855
ENSG00000163577,ENSG00000188393
ENSG00000163581,ENSG00000092096
ENSG00000163584,ENSG00000105205
ENSG00000163584,ENSG00000182768
ENSG00000163584,ENSG00000198728
ENSG00000163584,ENSG00000188393
ENSG00000163586,ENSG00000229117
ENSG00000163599,ENSG00000151413
ENSG00000163599,ENSG00000275700
ENSG00000163599,ENSG00000150779
ENSG00000163599,ENSG00000108590
ENSG00000163600,ENSG00000170037
ENSG00000163600,ENSG00000108590
ENSG00000163602,ENSG00000063438
ENSG00000163605,ENSG00000172380
ENSG00000163606,ENSG00000092421
ENSG00000163606,ENSG00000100345
ENSG00000163624,ENSG00000117153
ENSG00000163631,ENSG00000114019
ENSG00000163631,ENSG00000154743
ENSG00000163631,ENSG00000153975
ENSG00000163631,ENSG00000229117
ENSG00000163635,ENSG00000165312
ENSG00000163635,ENSG00000102100
ENSG00000163636,ENSG00000186642
ENSG00000163636,ENSG00000164597
ENSG00000163636,ENSG00000160688
ENSG00000163636,ENSG00000102158
ENSG00000163636,ENSG00000126777
ENSG00000163636,ENSG00000197043
ENSG00000163636,ENSG00000113594
ENSG00000163636,ENSG00000138435
ENSG00000163636,ENSG00000121351
ENSG00000163637,ENSG00000099203
ENSG00000163646,ENSG00000078579
ENSG00000163655,ENSG00000135622
ENSG00000163681,ENSG00000196289
ENSG00000163682,ENSG00000129083
ENSG00000163682,ENSG00000149557
ENSG00000163682,ENSG00000105205
ENSG00000163682,ENSG00000184697
ENSG00000163682,ENSG00000198728
ENSG00000163682,ENSG00000188393
ENSG00000163682,ENSG00000182768
ENSG00000163682,ENSG00000169855
ENSG00000163682,ENSG00000188089
ENSG00000163684,ENSG00000103319
ENSG00000163684,ENSG00000163348
ENSG00000163697,ENSG00000204351
ENSG00000163714,ENSG00000171169
ENSG00000163719,ENSG00000117153
ENSG00000163719,ENSG00000130876
ENSG00000163734,ENSG00000226761
ENSG00000163734,ENSG00000008988
ENSG00000163735,ENSG00000008988
ENSG00000163736,ENSG00000008988
ENSG00000163736,ENSG00000073536
ENSG00000163737,ENSG00000175224
ENSG00000163737,ENSG00000008988
ENSG00000163737,ENSG00000108602
ENSG00000163737,ENSG00000120314
ENSG00000163737,ENSG00000073536
ENSG00000163738,ENSG00000057252
ENSG00000163739,ENSG00000172260
ENSG00000163739,ENSG00000100345
ENSG00000163739,ENSG00000008988
ENSG00000163739,ENSG00000226761
ENSG00000163739,ENSG00000113594
ENSG00000163739,ENSG00000108602
ENSG00000163751,ENSG00000135605
ENSG00000163751,ENSG00000105374
ENSG00000163754,ENSG00000064651
ENSG00000163754,ENSG00000101782
ENSG00000163781,ENSG00000118965
ENSG00000163785,ENSG00000269964
ENSG00000163785,ENSG00000168781
ENSG00000163803,ENSG00000198408
ENSG00000163806,ENSG00000105650
ENSG00000163811,ENSG00000198728
ENSG00000163811,ENSG00000186862
ENSG00000163811,ENSG00000242372
ENSG00000163811,ENSG00000140945
ENSG00000163811,ENSG00000204449
ENSG00000163817,ENSG00000111666
ENSG00000163823,ENSG00000108602
ENSG00000163823,ENSG00000172260
ENSG00000163823,ENSG00000100345
ENSG00000163823,ENSG00000120314
ENSG00000163823,ENSG00000136634
ENSG00000163823,ENSG00000073536
ENSG00000163872,ENSG00000102100
ENSG00000163875,ENSG00000089053
ENSG00000163875,ENSG00000104375
ENSG00000163877,ENSG00000137942
ENSG00000163877,ENSG00000144802
ENSG00000163877,ENSG00000170340
ENSG00000163877,ENSG00000135441
ENSG00000163877,ENSG00000170293
ENSG00000163877,ENSG00000171169
ENSG00000163882,ENSG00000032742
ENSG00000163882,ENSG00000167850
ENSG00000163882,ENSG00000184221
ENSG00000163882,ENSG00000139133
ENSG00000163882,ENSG00000065054
ENSG00000163882,ENSG00000034053
ENSG00000163882,ENSG00000198176
ENSG00000163882,ENSG00000147065
ENSG00000163882,ENSG00000224877
ENSG00000163902,ENSG00000188089
ENSG00000163902,ENSG00000104164
ENSG00000163904,ENSG00000099203
ENSG00000163914,ENSG00000165312
ENSG00000163914,ENSG00000231637
ENSG00000163918,ENSG00000108771
ENSG00000163918,ENSG00000184260
ENSG00000163918,ENSG00000118965
ENSG00000163918,ENSG00000081853
ENSG00000163923,ENSG00000182768
ENSG00000163923,ENSG00000188393
ENSG00000163923,ENSG00000198728
ENSG00000163923,ENSG00000149557
ENSG00000163923,ENSG00000105205
ENSG00000163930,ENSG00000177721
ENSG00000163931,ENSG00000155959
ENSG00000163931,ENSG00000274274
ENSG00000163931,ENSG00000164985
ENSG00000163932,ENSG00000170037
ENSG00000163932,ENSG00000175324
ENSG00000163939,ENSG00000089053
ENSG00000163946,ENSG00000173208
ENSG00000163946,ENSG00000034693
ENSG00000163946,ENSG00000162735
ENSG00000163946,ENSG00000140284
ENSG00000163946,ENSG00000117528
ENSG00000163960,ENSG00000137767
ENSG00000163960,ENSG00000234602
ENSG00000164010,ENSG00000167508
ENSG00000164022,ENSG00000122783
ENSG00000164023,ENSG00000143365
ENSG00000164023,ENSG00000198917
ENSG00000164031,ENSG00000131187
ENSG00000164031,ENSG00000167768
ENSG00000164031,ENSG00000134242
ENSG00000164031,ENSG00000113889
ENSG00000164031,ENSG00000109072
ENSG00000164031,ENSG00000215021
ENSG00000164031,ENSG00000065978
ENSG00000164032,ENSG00000147065
ENSG00000164032,ENSG00000114859
ENSG00000164032,ENSG00000198176
ENSG00000164035,ENSG00000013288
ENSG00000164039,ENSG00000095564
ENSG00000164045,ENSG00000183579
ENSG00000164047,ENSG00000079335
ENSG00000164047,ENSG00000100811
ENSG00000164047,ENSG00000112874
ENSG00000164047,ENSG00000166741
ENSG00000164047,ENSG00000184481
ENSG00000164047,ENSG00000141027
ENSG00000164047,ENSG00000178691
ENSG00000164047,ENSG00000068903
ENSG00000164047,ENSG00000118046
ENSG00000164047,ENSG00000100644
ENSG00000164047,ENSG00000254647
ENSG00000164047,ENSG00000101412
ENSG00000164047,ENSG00000157064
ENSG00000164047,ENSG00000132170
ENSG00000164047,ENSG00000186951
ENSG00000164047,ENSG00000140320
ENSG00000164047,ENSG00000104885
ENSG00000164047,ENSG00000116031
ENSG00000164047,ENSG00000108064
ENSG00000164047,ENSG00000197153
ENSG00000164047,ENSG00000196419
ENSG00000164047,ENSG00000100393
ENSG00000164047,ENSG00000124578
ENSG00000164047,ENSG00000130816
ENSG00000164047,ENSG00000133794
ENSG00000164047,ENSG00000177606
ENSG00000164047,ENSG00000197594
ENSG00000164047,ENSG00000198805
ENSG00000164047,ENSG00000164816
ENSG00000164047,ENSG00000168036
ENSG00000164047,ENSG00000173039
ENSG00000164047,ENSG00000004487
ENSG00000164047,ENSG00000226761
ENSG00000164047,ENSG00000106462
ENSG00000164047,ENSG00000198793
ENSG00000164047,ENSG00000139112
ENSG00000164047,ENSG00000125740
ENSG00000164047,ENSG00000116478
ENSG00000164047,ENSG00000197548
ENSG00000164047,ENSG00000057663
ENSG00000164047,ENSG00000141510
ENSG00000164047,ENSG00000034713
ENSG00000164047,ENSG00000105835
ENSG00000164047,ENSG00000154269
ENSG00000164047,ENSG00000087088
ENSG00000164047,ENSG00000132475
ENSG00000164047,ENSG00000173614
ENSG00000164047,ENSG00000187051
ENSG00000164047,ENSG00000108773
ENSG00000164047,ENSG00000132275
ENSG00000164047,ENSG00000134852
ENSG00000164047,ENSG00000068024
ENSG00000164047,ENSG00000114166
ENSG00000164047,ENSG00000172977
ENSG00000164047,ENSG00000112992
ENSG00000164047,ENSG00000118689
ENSG00000164047,ENSG00000109743
ENSG00000164047,ENSG00000109320
ENSG00000164047,ENSG00000132326
ENSG00000164047,ENSG00000150907
ENSG00000164047,ENSG00000004468
ENSG00000164047,ENSG00000101945
ENSG00000164047,ENSG00000109819
ENSG00000164047,ENSG00000124422
ENSG00000164047,ENSG00000152620
ENSG00000164047,ENSG00000172890
ENSG00000164047,ENSG00000088305
ENSG00000164047,ENSG00000183598
ENSG00000164047,ENSG00000158941
ENSG00000164050,ENSG00000160867
ENSG00000164053,ENSG00000081853
ENSG00000164066,ENSG00000136908
ENSG00000164066,ENSG00000185808
ENSG00000164066,ENSG00000165195
ENSG00000164066,ENSG00000255072
ENSG00000164066,ENSG00000007541
ENSG00000164066,ENSG00000135845
ENSG00000164066,ENSG00000108474
ENSG00000164068,ENSG00000137947
ENSG00000164068,ENSG00000112592
ENSG00000164068,ENSG00000140307
ENSG00000164068,ENSG00000165684
ENSG00000164068,ENSG00000174446
ENSG00000164068,ENSG00000164975
ENSG00000164068,ENSG00000104976
ENSG00000164078,ENSG00000101361
ENSG00000164086,ENSG00000175324
ENSG00000164086,ENSG00000141527
ENSG00000164091,ENSG00000121989
ENSG00000164091,ENSG00000119699
ENSG00000164091,ENSG00000105329
ENSG00000164091,ENSG00000123999
ENSG00000164091,ENSG00000092969
ENSG00000164091,ENSG00000106799
ENSG00000164091,ENSG00000163513
ENSG00000164099,ENSG00000170348
ENSG00000164105,ENSG00000089597
ENSG00000164109,ENSG00000141646
ENSG00000164109,ENSG00000108679
ENSG00000164128,ENSG00000173039
ENSG00000164136,ENSG00000127507
ENSG00000164136,ENSG00000150779
ENSG00000164136,ENSG00000108590
ENSG00000164136,ENSG00000275700
ENSG00000164151,ENSG00000005022
ENSG00000164151,ENSG00000224877
ENSG00000164162,ENSG00000125266
ENSG00000164163,ENSG00000131748
ENSG00000164163,ENSG00000111196
ENSG00000164163,ENSG00000198728
ENSG00000164163,ENSG00000165556
ENSG00000164163,ENSG00000134262
ENSG00000164163,ENSG00000167994
ENSG00000164167,ENSG00000144802
ENSG00000164167,ENSG00000170293
ENSG00000164167,ENSG00000170340
ENSG00000164167,ENSG00000171169
ENSG00000164171,ENSG00000102349
ENSG00000164171,ENSG00000074211
ENSG00000164171,ENSG00000144635
ENSG00000164171,ENSG00000170037
ENSG00000164182,ENSG00000167080
ENSG00000164190,ENSG00000198390
ENSG00000164199,ENSG00000115392
ENSG00000164199,ENSG00000078579
ENSG00000164258,ENSG00000167080
ENSG00000164258,ENSG00000124571
ENSG00000164258,ENSG00000150961
ENSG00000164292,ENSG00000106723
ENSG00000164294,ENSG00000164430
ENSG00000164305,ENSG00000175324
ENSG00000164305,ENSG00000184207
ENSG00000164305,ENSG00000122550
ENSG00000164306,ENSG00000081853
ENSG00000164318,ENSG00000102898
ENSG00000164318,ENSG00000162231
ENSG00000164318,ENSG00000269437
ENSG00000164318,ENSG00000126952
ENSG00000164318,ENSG00000147206
ENSG00000164318,ENSG00000269405
ENSG00000164318,ENSG00000132661
ENSG00000164327,ENSG00000198807
ENSG00000164327,ENSG00000214706
ENSG00000164332,ENSG00000138435
ENSG00000164338,ENSG00000140945
ENSG00000164338,ENSG00000198728
ENSG00000164338,ENSG00000242372
ENSG00000164338,ENSG00000186862
ENSG00000164338,ENSG00000204449
ENSG00000164342,ENSG00000213413
ENSG00000164342,ENSG00000104093
ENSG00000164342,ENSG00000182890
ENSG00000164344,ENSG00000198825
ENSG00000164344,ENSG00000103502
ENSG00000164344,ENSG00000115020
ENSG00000164344,ENSG00000040933
ENSG00000164344,ENSG00000104643
ENSG00000164344,ENSG00000112367
ENSG00000164344,ENSG00000165782
ENSG00000164344,ENSG00000155099
ENSG00000164344,ENSG00000109452
ENSG00000164346,ENSG00000188393
ENSG00000164346,ENSG00000182768
ENSG00000164346,ENSG00000129083
ENSG00000164347,ENSG00000184697
ENSG00000164347,ENSG00000169855
ENSG00000164362,ENSG00000255823
ENSG00000164362,ENSG00000254997
ENSG00000164399,ENSG00000078114
ENSG00000164399,ENSG00000275700
ENSG00000164399,ENSG00000150779
ENSG00000164399,ENSG00000113594
ENSG00000164400,ENSG00000100345
ENSG00000164400,ENSG00000113594
ENSG00000164400,ENSG00000150779
ENSG00000164400,ENSG00000275700
ENSG00000164400,ENSG00000108602
ENSG00000164405,ENSG00000167080
ENSG00000164405,ENSG00000150961
ENSG00000164405,ENSG00000175600
ENSG00000164405,ENSG00000124571
ENSG00000164405,ENSG00000122376
ENSG00000164430,ENSG00000160211
ENSG00000164430,ENSG00000224586
ENSG00000164430,ENSG00000167741
ENSG00000164430,ENSG00000163106
ENSG00000164430,ENSG00000148834
ENSG00000164430,ENSG00000143198
ENSG00000164430,ENSG00000134202
ENSG00000164430,ENSG00000211445
ENSG00000164430,ENSG00000243955
ENSG00000164430,ENSG00000049239
ENSG00000164430,ENSG00000176153
ENSG00000164430,ENSG00000168765
ENSG00000164430,ENSG00000182793
ENSG00000164430,ENSG00000198704
ENSG00000164430,ENSG00000170899
ENSG00000164430,ENSG00000116157
ENSG00000164430,ENSG00000167468
ENSG00000164430,ENSG00000213366
ENSG00000164430,ENSG00000084207
ENSG00000164430,ENSG00000099998
ENSG00000164430,ENSG00000174156
ENSG00000164430,ENSG00000085871
ENSG00000164430,ENSG00000131067
ENSG00000164430,ENSG00000134201
ENSG00000164430,ENSG00000117592
ENSG00000164430,ENSG00000164294
ENSG00000164430,ENSG00000136810
ENSG00000164430,ENSG00000128965
ENSG00000164430,ENSG00000100983
ENSG00000164430,ENSG00000008394
ENSG00000164430,ENSG00000065621
ENSG00000164430,ENSG00000133433
ENSG00000164430,ENSG00000143942
ENSG00000164430,ENSG00000244067
ENSG00000164430,ENSG00000116044
ENSG00000164430,ENSG00000117862
ENSG00000164430,ENSG00000173221
ENSG00000164430,ENSG00000134184
ENSG00000164442,ENSG00000145604
ENSG00000164506,ENSG00000115423
ENSG00000164506,ENSG00000172023
ENSG00000164506,ENSG00000147509
ENSG00000164509,ENSG00000144285
ENSG00000164574,ENSG00000137574
ENSG00000164576,ENSG00000089597
ENSG00000164587,ENSG00000184697
ENSG00000164587,ENSG00000242372
ENSG00000164587,ENSG00000114933
ENSG00000164587,ENSG00000134262
ENSG00000164587,ENSG00000169855
ENSG00000164587,ENSG00000188393
ENSG00000164587,ENSG00000198728
ENSG00000164587,ENSG00000186862
ENSG00000164587,ENSG00000182768
ENSG00000164587,ENSG00000111196
ENSG00000164587,ENSG00000140945
ENSG00000164587,ENSG00000149557
ENSG00000164587,ENSG00000204449
ENSG00000164587,ENSG00000131748
ENSG00000164597,ENSG00000126067
ENSG00000164597,ENSG00000108342
ENSG00000164597,ENSG00000240065
ENSG00000164597,ENSG00000204264
ENSG00000164597,ENSG00000170315
ENSG00000164597,ENSG00000165916
ENSG00000164597,ENSG00000150991
ENSG00000164597,ENSG00000221983
ENSG00000164597,ENSG00000100519
ENSG00000164597,ENSG00000116750
ENSG00000164597,ENSG00000143106
ENSG00000164597,ENSG00000100804
ENSG00000164597,ENSG00000163636
ENSG00000164597,ENSG00000136813
ENSG00000164597,ENSG00000101182
ENSG00000164597,ENSG00000115233
ENSG00000164597,ENSG00000103035
ENSG00000164597,ENSG00000182329
ENSG00000164597,ENSG00000008018
ENSG00000164597,ENSG00000205220
ENSG00000164597,ENSG00000129084
ENSG00000164597,ENSG00000041357
ENSG00000164597,ENSG00000143947
ENSG00000164597,ENSG00000136930
ENSG00000164597,ENSG00000131467
ENSG00000164597,ENSG00000167216
ENSG00000164597,ENSG00000173692
ENSG00000164597,ENSG00000142507
ENSG00000164597,ENSG00000110801
ENSG00000164597,ENSG00000154611
ENSG00000164597,ENSG00000277791
ENSG00000164597,ENSG00000159377
ENSG00000164597,ENSG00000175166
ENSG00000164597,ENSG00000141101
ENSG00000164597,ENSG00000159352
ENSG00000164597,ENSG00000101557
ENSG00000164597,ENSG00000095261
ENSG00000164597,ENSG00000100764
ENSG00000164597,ENSG00000100567
ENSG00000164597,ENSG00000101843
ENSG00000164597,ENSG00000108344
ENSG00000164597,ENSG00000130706
ENSG00000164597,ENSG00000100902
ENSG00000164597,ENSG00000161057
ENSG00000164597,ENSG00000106588
ENSG00000164597,ENSG00000100418
ENSG00000164597,ENSG00000131669
ENSG00000164597,ENSG00000185627
ENSG00000164597,ENSG00000160803
ENSG00000164597,ENSG00000108671
ENSG00000164597,ENSG00000127922
ENSG00000164597,ENSG00000197170
ENSG00000164597,ENSG00000013275
ENSG00000164597,ENSG00000087191
ENSG00000164603,ENSG00000176105
ENSG00000164609,ENSG00000137077
ENSG00000164609,ENSG00000137942
ENSG00000164609,ENSG00000135441
ENSG00000164609,ENSG00000170293
ENSG00000164611,ENSG00000141646
ENSG00000164626,ENSG00000135900
ENSG00000164690,ENSG00000103310
ENSG00000164690,ENSG00000121410
ENSG00000164692,ENSG00000102349
ENSG00000164692,ENSG00000175497
ENSG00000164692,ENSG00000124383
ENSG00000164695,ENSG00000155974
ENSG00000164695,ENSG00000198429
ENSG00000164708,ENSG00000274274
ENSG00000164733,ENSG00000105205
ENSG00000164733,ENSG00000117475
ENSG00000164751,ENSG00000005022
ENSG00000164751,ENSG00000224877
ENSG00000164754,ENSG00000198390
ENSG00000164758,ENSG00000100142
ENSG00000164758,ENSG00000065054
ENSG00000164815,ENSG00000157404
ENSG00000164815,ENSG00000146094
ENSG00000164815,ENSG00000118965
ENSG00000164816,ENSG00000169397
ENSG00000164816,ENSG00000197641
ENSG00000164816,ENSG00000172232
ENSG00000164816,ENSG00000164821
ENSG00000164816,ENSG00000012223
ENSG00000164816,ENSG00000242550
ENSG00000164816,ENSG00000170542
ENSG00000164816,ENSG00000196415
ENSG00000164816,ENSG00000100985
ENSG00000164816,ENSG00000164047
ENSG00000164816,ENSG00000197561
ENSG00000164816,ENSG00000101425
ENSG00000164816,ENSG00000196136
ENSG00000164816,ENSG00000057149
ENSG00000164816,ENSG00000206073
ENSG00000164816,ENSG00000124570
ENSG00000164816,ENSG00000005381
ENSG00000164816,ENSG00000135744
ENSG00000164821,ENSG00000164816
ENSG00000164823,ENSG00000185966
ENSG00000164867,ENSG00000118137
ENSG00000164867,ENSG00000019186
ENSG00000164877,ENSG00000146904
ENSG00000164877,ENSG00000080224
ENSG00000164877,ENSG00000116106
ENSG00000164877,ENSG00000183317
ENSG00000164877,ENSG00000133216
ENSG00000164877,ENSG00000010810
ENSG00000164877,ENSG00000145242
ENSG00000164877,ENSG00000070886
ENSG00000164877,ENSG00000145715
ENSG00000164877,ENSG00000044524
ENSG00000164877,ENSG00000135333
ENSG00000164877,ENSG00000137845
ENSG00000164877,ENSG00000142627
ENSG00000164880,ENSG00000172380
ENSG00000164885,ENSG00000105650
ENSG00000164885,ENSG00000100319
